EIIN,SIX_AVG,SEVEN_AVG,EIGHT_AVG,NINE_AVG,TEN_AVG,FEM_STD_RATIO,FEM_TCH_RATIO,SESscore_L,SESscore_LM,SESscore_UM,SESscore_U,INSTITUTE NAME,INSTITUTE_TYPE,DIVISION,DISTRICT,THANA,UNION_NAME,MAUZA_NAME,ADDRESS,MOBILE,STUDENT_TYPE,EDUCATION_LEVEL,AScore,TSR_SCORE,AS_SCORE,SES_SCORE
112092,11.28,12.21,13.23,14.17,15.16,0.488,0.25,0.444,0.722,0.47,0.544,BOWLA SECONDARY SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,BAOLA,BAOLA,BOWLA,1717326929,CO-EDUCATION JOINT,Secondary,1,0.573714388,0.906407165,0.466039315
112094,11.01,12.02,13.02,14.01,15.02,0.543,0.25,0.745,0.529,0.299,0.367,BAHADURPUR ANJUMAN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,BHAITKANDI,DEOLA,DAOLA,1728382043,CO-EDUCATION JOINT,Secondary,1,0.487622128,0.775432074,0.344845884
112095,11.05,11.07,11.48,11.92,12.44,0.47,0.333,0.218,0.623,0.613,0.681,BALIA M.L. HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,BALIA,BILASATI,BELTIA BALIA,1757956998,CO-EDUCATION JOINT,Secondary,1,0.320456808,0.719972117,0.565474975
112097,11.89,12.69,13.52,13.97,15.07,0.479,0.2,0.395,0.74,0.499,0.572,BATTA MILON ML HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,RAMPUR,SIDHANTER BATTA,SIDHANTER BATTA,1718739967,CO-EDUCATION JOINT,Secondary,1,0.73391344,0.705106546,0.485450943
112098,11.17,12.36,13.23,14.04,15.04,0.577,0.2,0.409,0.741,0.491,0.564,RAHIMGONJ HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,RAHIMGANJ,BASUARA KABIRPUR,BASUARA KABIRPUR,1717039077,CO-EDUCATION JOINT,Secondary,1,0.304577446,0.674421531,0.479899222
112099,11.28,12.41,13.74,14.53,15.4,0.576,0.182,0.16,0.568,0.66,0.723,RUPSHI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,RUPASI,RUPASI,BASHATI,1727323321,CO-EDUCATION JOINT,Secondary,1,0.576622388,0.658605725,0.598838094
112100,10.31,11.33,13.37,14.4,15.21,0.526,0.364,0.822,0.462,0.249,0.313,HAT PAGLA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,SANDHARA,HATPAGLA,HAT PAGLA,1718517062,CO-EDUCATION JOINT,Secondary,1,0.638773411,0.658605725,0.30766594
112101,11,12,13,14,15,0.306,0.4,0.468,0.709,0.457,0.53,CHANDPUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,BISHKA,CHANDPUR,CHANDPUR,1735988730,CO-EDUCATION JOINT,Secondary,1,0.5375677,0.60951598,0.456486369
112102,11,12,13,14,15,0.38,0.182,0.709,0.557,0.32,0.39,AMIRABAG HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,BISHKA,KHICHA,KHICHA,1714377196,CO-EDUCATION JOINT,Secondary,1,0.561068674,0.60951598,0.36060123
112103,11.19,12.04,13.02,14.04,15,0.563,0.2,0.503,0.689,0.437,0.511,BADRAKANDA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,DHAKUA,HARIAGATI,BADRAKANDA,1718152447,CO-EDUCATION JOINT,Secondary,1,0.480785026,0.60951598,0.442955595
112104,10.71,12.34,14.75,0,0,0.474,0.2,0.408,0.742,0.491,0.565,MICHKI PARA NAOJOAN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,RAMBHADRAPUR,MICHKI PARA,MICHKI PARA,1715178590,CO-EDUCATION JOINT,Secondary,1,0.608871925,0.592726064,0.480403779
112105,11.12,12.09,13.83,14.13,15.04,0.61,0.231,0.252,0.649,0.589,0.658,KALIKHAL HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,KAMARGAON,KALIKA,KALIKHA,1714774778,CO-EDUCATION JOINT,Secondary,1,0.567063402,0.592726064,0.548224872
112107,10.58,11.7,12.69,13.8,14.3,0.578,0,0.596,0.634,0.385,0.458,SHAHID SMRITY  HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,KAMARGAON,RAJ DARIKEL,RAJDARIKEL,1713536350,CO-EDUCATION JOINT,Secondary,1,0.230594199,0.558613391,0.406747328
112108,10.6,11.07,12.34,13.39,14.23,0.474,0.2,0.595,0.634,0.385,0.458,SANDHARA HAZI ABDUL MOJID HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,SANDHARA,CHHANDHARA,CHHANDHARA,1730954733,CO-EDUCATION JOINT,Secondary,1,0.117394279,0.558613391,0.406993005
112109,11,12.01,13.01,15.03,15.74,0.516,0.143,0.551,0.661,0.41,0.484,THAKUR BAKHAI MOIZ UDDIN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,PHULPUR,THOKER BAKHAI,THAKUR BAKHAI,1933305618,CO-EDUCATION JOINT,Secondary,1,0.356985898,0.524107464,0.424275994
112110,10,11,12,13,14,0.507,0.25,0.445,0.722,0.47,0.543,SINGEHESWAR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,SINGHESHWAR,SINGHESHWAR,SICEHESWAR,1757803528,CO-EDUCATION JOINT,Secondary,1,0.51492107,0.524107464,0.465535991
112111,11.46,12.5,13.33,0,0,0.514,0.25,0.938,0.31,0.152,0.201,BISHKA ANIRUDDIN JUNIOR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,BISHKA,BISHKA,BISHKA,1723494336,CO-EDUCATION JOINT,Junior Secondary,1,0.851815103,0.524107464,0.227952226
112112,11.82,12.98,12.84,12.83,14.14,0.588,0.077,0.001,0.111,0.949,0.965,BILASHATI TAMIZ UDDIN HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,BALIA,BELTIA BALIA,BILASHATI,1724488236,CO-EDUCATION JOINT,Secondary,1,0.75667076,0.506722438,0.864064662
112113,11.05,12.04,13.07,14.14,15.13,0.576,0.25,0.765,0.513,0.286,0.353,GALAGAON HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,GALAGAON,GALAGAON,GALAGAON,1912898815,CO-EDUCATION JOINT,Secondary,1,0.727048984,0.472041964,0.335564335
112114,10.58,11.39,12.35,13.3,14.49,1,0.455,0.96,0.264,0.125,0.169,HAJI HELAL UDDIN GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,BISHKA,GAJAHARPUR,GAJAHARPUR,1712550844,GIRLS,Secondary,1,0.69745823,0.337851661,0.203500217
112115,11.27,12.32,13.96,14.87,15.43,0.472,0.273,0.605,0.628,0.38,0.453,MERIGAI GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,SANDHARA,MERIGAI,MERIGAI,1717073892,CO-EDUCATION JOINT,Secondary,1,0.758228516,0.322102289,0.403311745
112116,11.3,11.59,12.37,12.67,13.85,0.556,0.125,0.415,0.738,0.487,0.561,BASHTALA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,PHULPUR,BANSHTALA,BASHTALA,1718058740,CO-EDUCATION JOINT,Secondary,1,0.543458524,0.276780916,0.477629126
112117,10.31,11.4,12.48,13.47,14.43,0.463,0,0.179,0.587,0.644,0.709,SUTAR PARA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,BAOLA,SUTRA PARA,SUTAR PARA HIGH SCHOOL,1744617500,CO-EDUCATION JOINT,Secondary,1,0.406044462,0.262412351,0.58729129
112118,11.07,12.07,13.07,14.13,15.07,0.562,0.417,0.544,0.665,0.414,0.488,TARATI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,RAMPUR,TARATI,TARATI,1711017805,CO-EDUCATION JOINT,Secondary,1,0.665473203,0.234829372,0.427006086
112119,11.29,11.79,13.03,14.03,15.01,0.554,0,0.679,0.579,0.338,0.409,BASHATI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,NANDAIL,CHANDIPASHA,BASATI,BASHATI,1734020559,CO-EDUCATION JOINT,Secondary,1,0.136836756,0.689929384,0.373235872
112120,11.04,12.13,13.05,14.08,15.17,0.316,0.2,0.786,0.495,0.273,0.339,CHARIA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,RAMPUR,CHARIA,CHARIA,1714829323,CO-EDUCATION JOINT,Secondary,1,0.785892941,0.208963269,0.325697518
112121,11.22,12.15,12.95,13.95,15,0.51,0.087,0.443,0.723,0.471,0.544,LAUTIA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,BANIHALA,LAUTIA (CHARERBHITA),LAUTIA,1715660974,CO-EDUCATION JOINT,Secondary,1,0.725545175,0.208963269,0.466290997
112122,10.97,11.76,12.38,13.28,14.23,0.53,0,0.382,0.732,0.507,0.58,PAGLA IDEAL JUNIOR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,RUPASI,PAGLA,PAGLA,1911623181,CO-EDUCATION JOINT,Secondary,1,0.064965543,0.196652922,0.491005485
112123,10,10,10,10,10,0.55,0.3,0.493,0.695,0.442,0.516,DEWLA PROGOTI ADARSHA GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,BHAITKANDI,DEOLA,DEWLA,1716971603,CO-EDUCATION JOINT,Secondary,1,0.466605236,0.184824186,0.446708163
112124,11.42,11.83,12.82,13.95,14.94,0.493,0.077,0.935,0.317,0.156,0.206,CHAR PARA  HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,GALAGAON,GALAGAON,CHAR PARA,1712476848,CO-EDUCATION JOINT,Secondary,1,0.730202922,0.184824186,0.231603056
112125,10.86,12.1,12.83,13.82,14.81,1,0.2,0.324,0.698,0.542,0.613,CHARIA GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,RAMPUR,CHARIA,CHARIA,1734474624,GIRLS,Secondary,1,0.665232971,0.184824186,0.515249761
112126,11.62,12.87,13.8,14.92,15.59,0.478,0,0.258,0.653,0.585,0.655,DHALIR KANDA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,TARAKANDA,DHALIRKANDA,DHALIR KANDA,1912455980,CO-EDUCATION JOINT,Secondary,1,0.730873393,0.184824186,0.545716492
112127,10.97,12,13,14,15,0.663,0.3,0.617,0.621,0.373,0.446,SHALIA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,BAOLA,BAOLA,SHALIA,1721646829,CO-EDUCATION JOINT,Secondary,1,0.724741475,0.184824186,0.398416748
112128,10.87,11.87,12.89,13.83,14.73,0.5,0,0.44,0.724,0.473,0.546,BANPALASIA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,KAMARIA,KAMARIA,BANPALASIA,1710175314,CO-EDUCATION JOINT,Secondary,1,0.677396683,0.184824186,0.467549608
112130,11.05,12.05,12.96,13.95,15.06,0.646,0.222,0.869,0.411,0.214,0.274,RAMBHADRAPUR M.L. HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,RAMBHADRAPUR,RAMBHADRAPUR,RAMBHARAPUR,1710762525,CO-EDUCATION JOINT,Secondary,1,0.034979736,0.626104093,0.280410917
112131,11.69,12.45,13.37,14.33,15.33,0.575,0.1,0.85,0.433,0.229,0.29,DHARAKANDI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,GALAGAON,DHARAKANDI,DHARAKANDI,1713633215,CO-EDUCATION JOINT,Secondary,1,0.322820928,0.162527881,0.292041326
112132,11.06,11.97,12.95,14.2,14.35,0.531,0.286,0.56,0.656,0.405,0.479,GOHALKANDI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,RAMPUR,GOALKANDI,GOHALKANDI,1731403693,CO-EDUCATION JOINT,Secondary,1,0.386916328,0.152037166,0.420806596
112134,10.11,11.11,12.18,13.18,14.17,0.538,0.25,0.02,0.305,0.844,0.883,PURAPUTIA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,SINGHESHWAR,PORA PUTIA,PURAPUTIA,1717307743,CO-EDUCATION JOINT,Secondary,1,0.884468663,0.14203301,0.747194938
112135,11.06,12.08,13.12,14.1,15.14,0.592,0.1,0.439,0.725,0.473,0.547,MANIKDIR  HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,GALAGAON,MANIKDI,MANIKDIR,1740871597,CO-EDUCATION JOINT,Secondary,1,0.754280419,0.123387271,0.46780137
112136,10,11.17,12.13,0,0,0.533,0.333,0.404,0.744,0.494,0.567,SUTERKANDI SHAHID SMRITEE JOUNIOR SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,BHAITKANDI,SUTARKANDI,SUTERKANDI,1718141613,CO-EDUCATION JOINT,Junior Secondary,1,0.772586816,0.121141083,0.482169971
112137,11,11.98,13.04,14,15.17,0.668,0.455,0.435,0.727,0.476,0.549,MOKAMIA  HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,SINGHESHWAR,MOKAMIA,MOKAMIA,1718945666,CO-EDUCATION JOINT,Secondary,1,0.611494671,0.114714089,0.469564056
112138,10.51,11.94,12.3,13.54,14.17,0.456,0.286,0.582,0.642,0.393,0.466,BAGHEDHARA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,PHULPUR,RAMBHADRAPUR,BAGHEDHARA,BAGHEDHARA,1713572142,CO-EDUCATION JOINT,Secondary,1,0.645872795,0.111649791,0.412160534
112140,10.85,11.79,12.71,13.69,14.81,0.623,0.333,0.598,0.632,0.384,0.457,BARAI PARA HIGH SCHOOL(13 NO.DHAKUA UNION),School,MYMENSINGH,MYMENSINGH,TARAKANDA,BANIHALA,BARAI PARA,BARAI PARA,1710952535,CO-EDUCATION JOINT,Secondary,1,0.477105722,0.152037166,0.405764988
112190,10.14,12.19,13.09,14.01,15,0.446,0.077,0.404,0,0,0,BARMA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,KANIHARI,KANIHARI,BARMA,1714418899,CO-EDUCATION JOINT,Secondary,1,0.265736069,0.30662423,0.000662592
112191,10.13,12.25,12.67,13.41,14.29,1,0.4,0.793,0.488,0.268,0.334,ROSHONARA GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,DHANIKHOLA,DHANIKHOLA,POLASH TOLI,1710893573,GIRLS,Secondary,1,0.80679214,0.437525351,0.322056629
112192,10.41,11.44,12.43,13.54,14.47,0.553,0.308,0.557,0.658,0.407,0.48,RAYER GRAM SHAHID SMRITY HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,HARIRAMPUR,RARGAON,RAYERGRAM,1760705060,CO-EDUCATION JOINT,Secondary,1,0.721070524,0.221680781,0.422044976
112193,10.66,11.53,12.4,13.38,14.17,0.523,0.333,0.899,0.373,0.19,0.246,KAITOR BARI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,MOKSHAPUR,KAITARBARI,KAITORBARI,1721146932,CO-EDUCATION JOINT,Secondary,1,0.85434326,0.199405403,0.260716661
112194,10.97,12.12,13.11,14.02,15.04,0.556,0.167,0.367,0.724,0.516,0.588,DHALLA HIGH SCHOOL AND COLLEGE,School and College,MYMENSINGH,MYMENSINGH,TRISHAL,BALI PARA,DHALA,DHALLA,1723176364,C0-EDUCATION SEPARATE,Higher Secondary,1,0.137170635,0.999766537,0.497319522
112195,10.21,11.13,12.16,13.81,15.25,0.513,0,0.683,0.576,0.335,0.406,AHAMMADABAD HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,KANIHARI,BARAIGAON,BARAIGAON,1722386992,C0-EDUCATION SEPARATE,Secondary,1,0.162977741,0.872327929,0.371558971
112197,10.94,11.94,12.84,13.73,14.75,0.368,0.267,0.027,0.333,0.827,0.869,ISLAMI ACADEMY SCHOOL AND COLLEGE.TRISHAL,School and College,MYMENSINGH,MYMENSINGH,TRISHAL,WARD NO-02,UZAN PARA,DHANIKHOLA ROAD,1911461916,C0-EDUCATION SEPARATE,Higher Secondary,5,0.272166289,0.234829372,0.970251765
112198,11,11.93,12.77,13.83,14.87,0.503,0.214,0.59,0.637,0.388,0.461,PORABARI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,MATHBARI,KHAGATI PARA,PORABARI,1712210592,CO-EDUCATION JOINT,Secondary,1,0.328932878,0.823907241,0.408959731
112199,10.49,11.43,12.49,13.44,14.12,0.485,0.125,0.951,0.285,0.137,0.184,BANIHALA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TARAKANDA,BANIHALA,BANIHALA,BANIHALA,1710762310,CO-EDUCATION JOINT,Secondary,1,0.5375677,0.110701504,0.214784815
112200,10.8,11.78,12.96,13.21,14.28,0.504,0.364,0.555,0.659,0.408,0.482,BAILOR RAHMANIA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,BAILAR,BAILAR,2576,1713680158,CO-EDUCATION JOINT,Secondary,1,0.421150637,0.592726064,0.422788374
112202,11.38,12.28,13.19,14.26,15.33,0.487,0.286,0.55,0.662,0.411,0.484,KAZIR SHIMLA NAZRUL HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,BAILAR,KAZIR SIMLA,KAZIR SIMLA,1782645606,CO-EDUCATION JOINT,Secondary,1,0.317763854,0.932769843,0.424524036
112203,11.08,12.11,12.31,14.86,15.12,0.492,0.2,0.65,0.599,0.355,0.426,DHANIKHOLA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,DHANIKHOLA,DHANIKHOLA,DHANIKHOLA,1714499158,CO-EDUCATION JOINT,Secondary,1,0.301122296,0.932769843,0.385281894
112204,10.22,11.07,12.19,13.23,14.15,0.673,0.273,0.312,0.69,0.55,0.621,BEARA JOYMONI GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,BALI PARA,BEARA,BEARA,1717364079,CO-EDUCATION JOINT,Secondary,1,0.489535342,0.926922501,0.520801049
112205,10,11,12,13,14,0.522,0.25,0.277,0.667,0.572,0.643,DARI KANTHAL HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,KANTHAL,KANTHAL,DARI KANTHAL,1716202669,CO-EDUCATION JOINT,Secondary,1,0.5375677,0.865431488,0.53667193
112206,11.03,11.95,12.9,14.1,15,0.28,0.417,0.998,0.089,0.037,0.057,SONAKHALI PAZLAR CHAR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,DHANIKHOLA,DHANIKHOLA,PAZLAR CHAR,1721144634,CO-EDUCATION JOINT,Secondary,1,0.754280419,0.824061392,0.102746016
112208,11.15,12.71,13.89,15.46,15.49,0.545,0.091,0.308,0.688,0.552,0.623,AKHRAIL HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,SAKHUA,AKHRAIL,AKHRAIL,1735847152,CO-EDUCATION JOINT,Secondary,1,0.576622388,0.734425606,0.522566574
112209,10,11,12,13,14,0.443,0.2,0.214,0.619,0.616,0.683,MUKSHAPUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,MOKSHAPUR,MOKSHAPUR,MUKSHAPUR,1719311445,CO-EDUCATION JOINT,Secondary,1,0.303193269,0.824061392,0.567467587
112210,10.87,11.94,12.88,14.05,15.5,0.486,0.182,0.433,0.728,0.477,0.55,SAKHUA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,SAKHUA,SAKHUA,SAKHUA,1755565069,CO-EDUCATION JOINT,Secondary,1,0.260586806,0.658605725,0.470319678
112211,11.4,12.45,13.45,14.4,15.2,0.585,0.273,0.874,0.405,0.21,0.27,FATEMA NAGAR  HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,KANTHAL,NALCHIRA,NALCHAIRA,1715886416,CO-EDUCATION JOINT,Secondary,1,0.071878575,0.658605725,0.277432646
112212,11,12,13,13,14,0.477,0.182,0.464,0.711,0.459,0.533,MOHAMMED PUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,HARIRAMPUR,HARIRAMPUR,HARIRAM PUR,1717094132,CO-EDUCATION JOINT,Secondary,1,0.51536934,0.642461859,0.457993201
112213,10.6,11.66,11.48,12.27,12.6,0.484,0.438,0.313,0.691,0.549,0.62,GUZIUM AMIRABARI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,AMIRABARI,AMIRABARI,AMIRABARI,1787386820,CO-EDUCATION JOINT,Secondary,1,0.631843918,0.812552185,0.520296537
112214,10.87,11.99,13.02,14.03,14.8,0.486,0.2,0.423,0.734,0.482,0.556,R. G. HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,HARIRAMPUR,RARGAON,SOUTH KANDA,1720941700,CO-EDUCATION JOINT,Secondary,1,0.55950769,0.592679814,0.474351398
112215,10.54,11.49,12.39,13.2,14.12,0.538,0.077,0.42,0.735,0.484,0.558,BEARA PATULI RAHMAT ULLAH HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,BALI PARA,BEARA,BEARA,1713572115,CO-EDUCATION JOINT,Secondary,1,0.021522597,0.559412702,0.47561187
112216,11.44,12.35,13.3,14.39,15.32,0.472,0.125,0.092,0.483,0.725,0.782,BAGAN ISLAMIA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,TRISHAL,BAGHAN,BAGAN,1720230970,CO-EDUCATION JOINT,Secondary,1,0.137170635,0.558613391,0.64807814
112217,11.08,12.08,13.13,14.13,15.9,1,0.25,0.251,0.649,0.589,0.659,KASHI GOANJ JOUNIOR GIRLS SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,AMIRABARI,AMIRABARI,AMIRABARI,1718746972,GIRLS,Secondary,1,0.814825932,0.555837482,0.54872632
112218,11,12,13,14,15,0.812,0.3,0.404,0,0,0,MUKSHAPUR GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,MOKSHAPUR,MOKSHAPUR,MUKSHAPUR,1713633120,GIRLS,Secondary,1,0.696327017,0.541399428,0.000662592
112219,11.22,12.17,13,14.22,15.1,0.433,0.375,0.31,0.689,0.551,0.622,KATAKHALI OMAR ALI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,DHANIKHOLA,DHANIKHOLA,KATAKHALI,1733136594,CO-EDUCATION JOINT,Secondary,1,0.804067625,0.541399428,0.521557755
112220,10.73,11.71,12.48,13.45,14.71,0.559,0.3,0.173,0.582,0.648,0.713,AMIRABARI GUZIAM MADHYAMIK GIRLS' SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,AMIRABARI,GUZIAM,GUZIAM,1717625659,CO-EDUCATION JOINT,Secondary,1,0.480785026,0.524107464,0.590493109
112221,11.42,12.41,13.38,14.27,15.06,0.601,0.364,0.457,0.715,0.463,0.537,HALIMA GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,KANTHAL,KANTHAL,KANTHAL BILBOKA,1718701655,CO-EDUCATION JOINT,Secondary,1,0.754846544,0.524107464,0.46075728
112222,10.26,11.45,12.57,13.61,14.96,1,0.333,0.467,0.71,0.457,0.531,ABUL MONSUR MEMORIAL GIRLS HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,DHANIKHOLA,DHANIKHOLA,PAZLAR CHAR,1746078111,GIRLS,Secondary,1,0.645639073,0.524107464,0.456988578
112223,10.67,11.69,12.76,13.78,14.54,0.525,0.286,0.276,0.667,0.573,0.643,EID GAH HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,MATHBARI,KHAGATI PARA,KHAGATI,1712440282,CO-EDUCATION JOINT,Secondary,1,0.682956043,0.524107464,0.536923446
112224,10.32,10.86,13.27,14,15,0.498,0.182,0.979,0.209,0.095,0.133,SONAR BANGLA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,DHANIKHOLA,DHANIKHOLA,CHOIPAGARIA,1745301499,CO-EDUCATION JOINT,Secondary,1,0.741068029,0.524107464,0.174100123
112226,10.27,12.38,13.2,14.21,14.2,0.478,0.364,0.56,0.656,0.405,0.479,DUKHUMIA BIDYANIKETON,School,MYMENSINGH,MYMENSINGH,TRISHAL,WARD NO-01,NAMA PARA,TRISHAL POURSHOVA,1728082289,CO-EDUCATION JOINT,Secondary,5,0.46946701,0.524107464,0.856895292
112228,10.09,11.09,12.08,13.07,14.09,0.546,0.308,0.237,0.637,0.6,0.668,SHANKIBHANGA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,MOKSHAPUR,MOKSHAPUR,SHANKIBHANGA,1737080571,CO-EDUCATION JOINT,Secondary,1,0.518789308,0.506722438,0.555988185
112229,10.06,12,13,14,15,0.518,0.182,0.454,0.717,0.465,0.538,JOYDA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,MATHBARI,ALAHARI,ALAHORI (JOYDA),1736221962,CO-EDUCATION JOINT,Secondary,1,0.851398626,0.506722438,0.462014315
112231,10.29,11.34,12.2,0,0,0.655,0.25,0.059,0.423,0.768,0.819,SHAPKHALI JUNIOR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,MOKSHAPUR,SAPKHALI,SHAPKHALI,1749340883,C0-EDUCATION SEPARATE,Junior Secondary,1,0.618715012,0.30662423,0.681742584
112232,11.56,12.12,12.86,13.83,13.57,0.521,0.2,0.336,0.706,0.534,0.606,DHANIKHOLA DAKKIN VATIPARA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,DHANIKHOLA,DHANIKHOLA,DAKKIN VATIPARA,1718883462,CO-EDUCATION JOINT,Secondary,1,0.71943138,0.234829372,0.510200541
112233,10.63,11.62,12.42,13.62,14.43,0.519,0.182,0.602,0.63,0.382,0.454,PURBO AMIRA BARI HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,AMIRABARI,GOPALPUR,GOPALPUR,1714261507,CO-EDUCATION JOINT,Secondary,1,0.784351433,0.187314094,0.404292591
112234,10.88,11.39,12.55,0,0,0.798,0,0.958,0.27,0.129,0.174,KAITORBARI JUNIOR GIRLS' SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,MOKSHAPUR,LALPUR,LALPUR,1710401001,CO-EDUCATION JOINT,Junior Secondary,1,0.881552439,0.184824186,0.206920251
112235,12.17,13.5,14.76,14.96,14.89,0.491,0.071,0.563,0.654,0.403,0.477,RAMPUR HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,RAMPUR,RAMPUR,BIR RAMPUR,1770665995,CO-EDUCATION JOINT,Secondary,1,0.15195284,0.184824186,0.419569
112236,11.32,11.63,12.44,13.47,14.48,0.503,0.333,0.702,0.562,0.324,0.395,GOGIAM KACHACHARA HIGH SCHOOL,School,MYMENSINGH,MYMENSINGH,TRISHAL,AMIRABARI,GUZIAM,GOGIAM,1718694942,CO-EDUCATION JOINT,Secondary,1,0.81511944,0.184824186,0.363686849
